Row.names,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,wild,ms_level,699_PH1_WH1 (1).mzXML,699_PH1_WH2 (1).mzXML,699_PH1_WH3 (1).mzXML,699_PH1_WH4 (1).mzXML
FT0914,206.053481483555,206.053415875821,206.063819211709,131.499481201172,123.769,162.60498046875,10,4,1,4834564.49060937,2137738.38528125,2151727.55345625,2195955.08734219
FT0915,206.138387433713,206.138074246892,206.13845456256,1087.87,1077.26489257812,1090.41711425781,5,4,1,642494.304438923,1057559.69052653,831526.913047389,265941.697900391
FT0916,206.07439112542,206.074344505813,206.074427344619,715.618774414062,696.369445800781,725.111022949219,3,1,1,NA,NA,NA,31043.9603100588
FT0917,206.063934765065,206.063912571203,206.063956958928,2407.95716308594,2407.93432617188,2407.98,2,2,1,NA,15073.2377343754,16354.275817108,NA
FT0918,206.202113794346,206.202051128184,206.202141204543,1337.30676269531,1336.49,1337.47509765625,4,4,1,414921.454430338,250211.308851559,403311.863546318,404122.892370039
FT0919,206.166279639507,206.166227790199,206.166331488814,1805.44396972656,1805.42687988281,1805.46105957031,2,2,1,38250.9486181637,NA,13594.8158671874,NA
FT0920,206.17482474145,206.174766843154,206.174877953752,679.142157714844,677.741577148438,679.705932617188,4,4,1,303035.303276371,418933.837584526,454957.320534474,331973.666492361
FT0921,206.147197880399,206.147178324032,206.147306767041,1060.0986328125,1059.77,1060.7197265625,4,4,1,332590.144788027,220859.726998461,222210.432738276,184749.335007816
FT0922,206.634741441184,206.634660208683,206.63490255051,1059.91729736328,1057.76,1063.03466796875,4,4,1,23658.0402685554,13296.3653727211,42309.6705716967,25710.060041016
FT0923,207.013559435185,207.013559435185,207.013559435185,137.405792236328,137.405792236328,137.405792236328,1,1,1,NA,NA,37055.6766945312,NA
FT0924,207.135164520579,207.098779542453,207.135366333239,1960.25677490234,1809.60192871094,2082.83349609375,40,2,1,39134.5549072259,NA,19934.4768066406,NA
FT0925,207.135100847746,207.098870101269,207.135287348816,2206.39965820312,2156.5,2261.3017578125,16,2,1,18566.2180297834,NA,89458.1569824219,NA
FT0926,207.135067016751,207.098722239635,207.135367958373,2123.25756835938,2087.90893554688,2140.69018554688,10,2,1,66085.617175291,NA,57401.9255832748,NA
FT0927,207.135112728505,207.098817286877,207.135253499573,2304.35900878906,2276.79956054688,2337.75244140625,10,2,1,28973.0357299811,NA,28411.3068139652,NA
FT0928,207.099031633666,207.028506253441,207.142057282043,1036.19311523438,965.080688476562,1086.09143066406,11,3,1,25484.0127275736,31820.8570947257,NA,24518.2461020502
FT0929,207.114181518082,207.114058167304,207.114208803684,667.016479492188,665.004821777344,668.09,3,3,1,45224.4122351072,61737.3022371419,19271.3293652344,NA
FT0930,207.056924643173,207.031199025152,207.086038540458,139.223679077148,122.894927978516,283.117492675781,78,4,1,256509.646804688,532214.904112227,474013.619566408,350295.093314136
FT0931,207.135238780412,207.098921926206,207.17805876417,1548.75006103516,1469.55456542969,1631.43823242188,22,4,1,73112.7571590172,113614.182557677,18733.3024752815,61016.9331259745
FT0932,207.135241419431,207.098827052523,207.135509274872,1709.83190917969,1642.68469238281,1794.95947265625,21,2,1,15826.9990543615,NA,20820.5453320305,NA
FT0933,207.178006704299,207.177946606413,207.178069611037,1319.32656494141,1319.30261230469,1319.38452148438,4,4,1,543407.136322914,578640.802136229,317611.625625012,595712.478588403
FT0934,207.178141685909,207.178054771987,207.178244862064,678.093512695312,676.681640625,679.705932617188,4,4,1,26665.5522612308,15748.8824134119,20564.0925004883,15358.7599620361
FT0935,207.150582994619,207.150555960488,207.150614094046,1060.44580078125,1060.025390625,1061.81,4,4,1,399340.675052082,241910.570359372,408255.961623844,396478.940342932
FT0936,207.149936961742,207.149936961742,207.149936961742,1204.11071777344,1204.11071777344,1204.11071777344,1,1,1,NA,NA,11136.9568408202,NA
FT0937,207.606587596803,207.606491324015,207.606613283568,1421.40489990234,1419.16284179688,1422.44470214844,4,4,1,261320.103180721,308681.611105957,152862.827827965,296039.98861558
FT0938,208.069047505838,208.060978911755,208.069168798769,134.672790527344,123.771751403809,156.796,10,4,1,3220599.37898807,1405979.36703126,52460.2233109132,3697379.57889044
FT0939,208.091241818463,208.085811310419,208.09656945174,972.843811035156,947.65,998.0703125,8,4,1,9785.90383203166,1932191.48671181,64710.4297192382,24895.3360392455
FT0940,208.108112959478,208.108112959478,208.108112959478,1423.5009765625,1423.5009765625,1423.5009765625,1,1,1,NA,NA,NA,29354.0830139164
FT0941,208.153890127479,208.149800442951,208.153985944589,1059.77,1058.78,1060.171875,5,4,1,3738026.55869483,2601539.04530268,2271739.31774995,2514536.36867188
FT0942,208.153916304729,208.15384938692,208.153978679624,1314.31021728516,1313.29602050781,1314.32263183594,4,4,1,393927.723043617,498057.23574829,291730.467343747,437260.041757976
FT0943,208.992464696635,208.992462151748,208.992488125906,158.789642333984,156.849517822266,178.459823608398,3,2,1,141097.995199219,NA,NA,47345.5593413087
FT0944,209.015323795244,209.015323795244,209.015323795244,2420.50122070312,2420.50122070312,2420.50122070312,1,1,1,NA,NA,NA,23001.3429077151
FT0945,209.114628290008,209.114381824642,209.115132649606,1406.62609863281,1323.2626953125,1482.55419921875,47,4,1,51297.6692460927,50569.0205029326,190879.352897135,90435.6134167476
FT0946,209.114562928093,209.114397636438,209.114683185605,2278.89404296875,2216.23608398438,2337.75244140625,41,4,1,180192.149936522,302807.388064707,47579.7314453176,48817.5073274712
FT0947,209.114517168086,209.114368216592,209.114652585732,2122.35791015625,2026.67541503906,2206.39,53,4,1,72595.9947187439,61470.9693090795,49938.8653125006,142943.877574572
FT0948,209.114597242374,209.114374691702,209.114688365061,1958.13635253906,1876.41430664062,2022.97778320312,35,4,1,238395.877960206,41146.1260546896,119495.455863281,39152.8384570305
FT0949,209.11458511711,209.114459191178,209.114739225046,1782.37817382812,1700.43872070312,1860.33666992188,35,4,1,92118.8666596685,58812.449960937,91065.3913769528,98851.6423427749
FT0950,209.115043595383,209.114512808865,209.117007275249,1238.02062988281,1164.93103027344,1294.43,31,4,1,60482.4101293947,53245.8605664058,54265.9211132808,38596.8140104171
FT0951,209.087710261626,209.080568954224,209.099937438701,1010.81561279297,997.02001953125,1017.86712646484,9,4,1,621767.709776779,809571.493815106,951188.017560316,24674.3574023439
FT0952,209.072513961529,209.028498143357,209.087228315973,131.941,123.769,284.184844970703,71,4,1,84695.2038539551,38864.2188104004,20749.6688660156,60140.8373083985
FT0953,209.114606608833,209.114397518989,209.114978971586,1592.55657958984,1507.28369140625,1699.39025878906,50,4,1,40851.0625,92950.3244531253,41079.3456445307,84427.352522462
FT0954,209.072386980124,209.067339339346,209.072615003009,2413.384765625,2407.93432617188,2424.447265625,7,4,1,2550826.66477274,1145770.07042967,1273500.65191585,1954830.93829108
FT0955,209.150985921035,209.150971391995,209.151976328532,1423,1422.88671875,1481.19970703125,3,3,1,NA,303771.945468751,747681.488218103,67812.7096252432
FT0956,209.378783934388,209.378783934388,209.378783934388,125.578216552734,125.578216552734,125.578216552734,1,1,1,NA,NA,NA,47322.0612874349
FT0957,209.166270573459,209.166270573459,209.166270573459,1013.83001708984,1013.83001708984,1013.83001708984,1,1,1,19302.2734143066,NA,NA,NA
FT0958,210.091214058221,210.083912893647,210.107814241343,1009.84,995.119323730469,1017.86712646484,15,4,1,15266.9540185546,38200.9982739258,43070.8853007814,46008.4533367051
FT0959,210.080892660635,210.060389900785,210.097125771655,156.83533215332,124.673759460449,262.406,20,4,1,427086.914853515,450628.807231249,501430.963956379,845948.360167969
FT0960,210.109840795923,210.085055499835,210.109930969856,800.434,761.017,812.037,9,4,1,757289.359136709,372491.132958975,124543.029791016,128690.70919336
FT0961,210.120271555054,210.120224379312,210.12041626414,1166.53,1166.40637207031,1166.59875488281,3,3,1,NA,67710.2699588781,62822.1030852402,76678.3701330561
FT0962,210.153459898625,210.146204119115,210.169562967076,1023.95,1013.64044189453,1062.02490234375,9,4,1,160142.029892578,17191.1210754393,74093.2304785151,59465.7808919267
FT0963,210.169653219315,210.169653219315,210.169653219315,1282.71960449219,1282.71960449219,1282.71960449219,1,1,1,NA,NA,18823.5983496095,NA
FT0964,211.130410913109,211.130107855564,211.132611895263,1536.80102539062,1386.54650878906,1702.6201171875,90,4,1,62794.9520084632,50641.5984204118,49149.9429687504,45508.678480224
FT0965,211.130218954048,211.130000295023,211.130404773129,2232.38745117188,2113.45385742188,2335.20776367188,65,4,1,48963.2908242195,82518.9697320543,119945.741467286,95008.3927304654
FT0966,211.13023314695,211.130105387189,211.130368686543,1959.35101318359,1885.98229980469,2040.64672851562,44,4,1,46014.9366943355,37372.8936328118,71379.7207977296,44699.7924628919
FT0967,211.130325324911,211.130136263119,211.130760726892,1797.04059814453,1712.03,1871.96606445312,42,4,1,30690.7372888172,29258.086118163,171415.561701767,69411.693797852
FT0968,211.131601373243,211.130301878918,211.132527164879,1293.41149902344,1172.29248046875,1370.45,41,4,1,226187.849038697,48992.5294982894,177380.732128907,91123.5259179683
FT0969,211.076563990925,211.027934096042,211.107429226171,126.492607116699,123.769,180.395416259766,19,4,1,541006.727840177,751119.68165625,570199.153933716,639362.580141602
FT0970,211.130168596518,211.129993212119,211.130276604696,2077.66,2045.04,2102.7958984375,15,4,1,43769.6008886701,44501.198127442,54963.6834531254,32640.2303694638
FT0971,211.113220517689,211.033858199976,211.113280651381,810.955810546875,796.305297851562,812.037,7,4,1,46199.8774689936,167062.692257171,23830.9047103514,62838.9699197187
FT0972,211.083928229679,211.083849671021,211.084023775303,700.450439453125,693.524291992188,704.306457519531,3,2,1,NA,NA,23351.2898657228,34783.1405249025
FT0973,211.09387977962,211.093693149132,211.137445102547,1077.26489257812,997.02001953125,1137.30261230469,23,4,1,366214.436552734,23986.6081201168,767323.094999993,457490.377753903
FT0974,211.145469657369,211.145436183317,211.145544026959,1181.68127441406,1181.26,1182.38464355469,4,4,1,140985.996080565,181265.367562662,77144.9276855496,154764.047002816
FT0975,212.097874036946,212.097793566136,212.097954292097,1010.32780639648,1009.67669677734,1010.82281494141,4,4,1,538708.475156249,744365.752288414,440949.659765623,740778.173714192
FT0976,212.097177761907,212.096874502898,212.097314107346,1086.97,1085.17309570312,1089.54833984375,3,3,1,62749.8781896964,81535.9444533685,NA,40555.0665856933
FT0977,212.127873557417,212.12786747286,212.127999286254,1315.34,1315.28967285156,1315.36145019531,3,3,1,19428.6213909911,30768.3233670479,NA,36353.2348408648
FT0978,212.052604856679,212.052604856679,212.052604856679,138.311889648438,138.311889648438,138.311889648438,1,1,1,NA,NA,NA,75553.1234882813
FT0979,212.169096227855,212.169024695779,212.169212891245,352.056777954102,327.007080078125,370.585571289062,4,2,1,104092.218644938,NA,132980.086873002,NA
FT0980,212.16437487547,212.16437487547,212.16437487547,899.124,899.124,899.124,1,1,1,NA,20353.4533558961,NA,NA
FT0981,212.200702646651,212.200702646651,212.200702646651,1681.72827148438,1681.72827148438,1681.72827148438,1,1,1,NA,NA,NA,13182.4993391923
FT0982,212.164310931511,212.164157581827,212.186250608775,1295.61499023438,1250.16,1359.49,11,4,1,621954.282708341,1263126.29461821,168644.540061034,332168.930729173
FT0983,212.15775838872,212.157758116707,212.157839323991,1085.99462890625,1075.06860351562,1086.06,3,2,1,NA,50379.7644375002,NA,9988.71607910134
FT0984,213.101236581561,213.101145465645,213.105310741501,1010.81561279297,1009.67669677734,1010.85,7,4,1,29728.0400419921,3930857.03968744,6552135.18691178,69046.2063354496
FT0985,213.084248082159,213.084049679433,213.111845855542,1090.75317382812,1087.8779296875,1091.36,6,4,1,1036032.82730834,1137842.61539765,1132758.8642584,960907.818228421
FT0986,213.109515488318,213.073165291218,213.109629674137,2269.83471679688,2163.52954101562,2337.08715820312,13,1,1,NA,NA,NA,88579.7996136492
FT0987,213.067032759322,213.066767984207,213.067206298291,1447.68453369141,1447.17260742188,1448.45422363281,4,4,1,257901.239116212,33853.6541875008,76959.3056972655,35341.7646611872
FT0988,213.127278314862,213.127277266674,213.127279363049,1645.24587158203,1644.66174316406,1645.83,2,2,1,NA,11519.7696390785,NA,19732.9893325191
FT0989,213.101342747274,213.101342747274,213.101342747274,859.820373535156,859.820373535156,859.820373535156,1,1,1,19480.8187662353,NA,NA,NA
FT0990,213.147303804486,213.145864838721,213.189228966227,1295.50749511719,1283.70617675781,1381.63269042969,14,4,1,97899.5299241634,81863.8348730453,25350.6263222252,44292.7540891678
FT0991,213.148325332573,213.148149193064,213.163665737211,1509.2265625,1484.01672363281,1542.99,11,4,1,13669.2958886723,22378.9285369866,24924.2047045896,25372.6393597403
FT0992,213.159474281674,213.159404998795,213.159501063661,994.191345214844,988.435546875,998.133972167969,4,3,1,352441.18458317,NA,114663.316234376,148834.846160938
FT0993,213.568379784558,213.568379784558,213.568379784558,1447.17260742188,1447.17260742188,1447.17260742188,1,1,1,31979.997982178,NA,NA,NA
FT0994,213.979503508872,213.979503508872,213.979503508872,154.948623657227,154.948623657227,154.948623657227,1,1,1,NA,NA,19352.456281808,NA
FT0995,214.08936792574,214.08912251562,214.089610614939,2237.17297363281,2115.70629882812,2335.66,78,4,1,42493.4745117197,59111.5418627927,25371.3221630881,33550.1358691374
FT0996,214.089384138334,214.089107122679,214.126283199168,1183.28232177734,1102.79187011719,1271.40490722656,58,4,1,1385578.79446879,4881593.27001419,1286037.04368755,1314842.50300001
FT0997,214.089386094667,214.089240734325,214.089551255363,508.764526367188,424.700775146484,595.931945800781,57,4,1,4078072.63169643,2004384.40875,10313153.802204,3107429.19661248
FT0998,214.08938755012,214.089167248597,214.126271727262,1399.89017089844,1275.76428222656,1527.42,86,4,1,1531043.01972223,704140.454062497,707186.910000027,877577.604750023
FT0999,214.089420862718,214.089279104599,214.089520892155,749.483520507812,679.648315429688,815.15478515625,46,4,1,2068571.10042191,4384326.15600002,3687762.42446093,2091862.32226565
FT1000,214.089430391874,214.089228142929,214.089584357433,355.19853527832,281.893890380859,421.4599609375,48,4,1,4318995.08014287,2715937.5498281,3325671.92718751,3841714.18203123
FT1001,214.089400298925,214.089223622876,214.089584533876,1842.39013671875,1795.03442382812,1892.17004394531,34,4,1,350859.11224609,212843.268720693,199261.928125004,325105.576347658
FT1002,214.089419082829,214.089184589484,214.089547054815,1642.70190429688,1598.21997070312,1684.90026855469,28,4,1,1182104.09359375,434343.380214855,600991.413750001,385943.219270828
FT1003,214.089368964392,214.089236102624,214.089503316721,1565.66400146484,1535.11,1596.58,22,4,1,818810.2304018,471202.20210937,748309.882801345,478223.232421875
FT1004,214.089396585549,214.089200939527,214.089497640739,957.524865722656,918.142578125,989.340576171875,24,4,1,1596590.057125,1525600.26781252,4543212.68874998,4665407.42745534
FT1005,214.089406288274,214.089238255856,214.089558147978,640.307,596.968200683594,672.294006347656,23,4,1,4191109.76024999,5023680.1669406,2291795.87850781,11175964.4672283
FT1006,214.089420861813,214.073269986411,214.08954801889,187.493385314941,125.578216552734,274.569641113281,58,4,1,8674149.90497794,15368446.5489375,2482111.31203127,6461487.97871094
FT1007,214.089398287949,214.089236204726,214.089562398676,1044.48767089844,992.295837402344,1083.18,34,4,1,5517072.78798613,1366270.98656248,3638872.84289065,2801879.88798612
FT1008,214.089388345479,214.089219187274,214.089574058837,1736.08,1685.12,1783.4375,35,4,1,368261.416250007,459127.592968761,332756.12921876,430432.852718755
FT1009,214.089357636147,214.089153232714,214.089504238682,2010.18453369141,1909.89367675781,2109.71826171875,68,4,1,74114.6864062547,90153.8322265615,209517.951156848,101559.946359374
FT1010,214.089432333759,214.089273882989,214.089517644674,872.707,834.912353515625,914.233,27,4,1,2493468.83265624,2653649.04335711,2008626.22406253,7352879.28581251
FT1011,214.192798097185,214.150125918275,214.216386259398,1349.29449462891,1286.01843261719,1404.22778320312,10,4,1,378365.538640826,458626.176785831,469343.252971192,231525.164406253
FT1012,214.1576702833,214.157650172832,214.157697806785,798.355,798.333435058594,799.526062011719,3,3,1,NA,33357.1341961161,34120.9748105095,36944.716965221
FT1013,214.216319516244,214.216237194775,214.216401837713,1869.36657714844,1868.72290039062,1870.01025390625,2,2,1,NA,NA,56028.248164062,87897.3255340567
FT1014,214.179817918657,214.179817918657,214.179817918657,1127.57,1127.57,1127.57,1,1,1,NA,21202.2093212897,NA,NA
FT1015,215.015908967104,215.015757036782,215.016055868401,134.667739868164,123.769,157.825653076172,9,4,1,8895209.71258927,13340405.7537891,7864777.21880209,6926779.86762501
FT1016,214.917356155574,214.917271723367,214.917466776037,2336.13818359375,2334.71,2338.73779296875,3,3,1,NA,147735.972710678,68463.5850948496,108321.796425781
FT1017,214.917467179789,214.917467179789,214.917467179789,2246.42114257812,2246.42114257812,2246.42114257812,1,1,1,NA,NA,NA,57880.640885417
FT1018,215.103993728163,215.092375116626,215.127637459399,1164.99882080078,1090.41711425781,1182.02392578125,12,4,1,1137615.47714843,19019.3499536135,46445.4711511233,71015.2937239993
FT1019,215.107171820975,215.107100950975,215.10723212031,1016.83388427734,1016.6708984375,1016.84869384766,4,4,1,207766.460022319,193770.327207642,371712.514544754,357665.037552849
FT1020,215.138778005685,215.138684837241,215.138848746833,842.551763671875,841.777465820312,843.025817871094,4,4,1,108816.650735736,57014.1655018136,173411.973790022,164506.406864259
FT1021,215.130309114833,215.092639840553,215.130524447484,479.633392333984,408.712097167969,529.173950195312,5,4,1,219190.650969726,106994.344924371,124121.21473688,271518.314805468
FT1022,215.127596627994,215.127596627994,215.127596627994,1314.3,1314.3,1314.3,1,1,1,NA,346247.810170898,NA,NA
FT1023,215.167342484529,215.157870214996,215.176913453259,938.431701660156,937.491,939.491,8,4,1,85162.3100076544,245616.86014528,93121.3223919985,95405.532309827
FT1024,215.092758420462,215.052431826412,215.092760139298,223.965835571289,209.360595703125,261.307006835938,3,2,1,240901.255460938,NA,NA,382230.643011161
FT1025,215.056746612563,215.020693695424,215.092799529701,143.873915649414,134.677,153.070831298828,2,2,1,NA,68346.5770433593,NA,119963.50925
FT1026,215.219668677591,215.219652172279,215.219685182902,1403.01544189453,1399.85034179688,1406.18054199219,2,2,1,20375.6295654301,NA,46776.688007324,NA
FT1027,215.17409544927,215.174047147849,215.174187224054,1296.42950439453,1295.4,1298.30419921875,4,4,1,33108.6397968754,38723.4965657549,61413.2223125005,71425.7994646141
FT1028,215.176704160022,215.176556751738,215.17684526808,1103.38275146484,1102.03,1104.70837402344,4,4,1,62408.9690532983,70847.7928429234,43090.7711828607,31728.659238281
FT1029,216.019388068852,216.019114907868,216.080855656138,135.591125488281,123.769,157.825653076172,17,4,1,355482.580990234,655400.921523112,786319.399435937,701415.229591797
FT1030,216.133775554753,216.133700114161,216.133890424188,471.459442138672,459.498504638672,482.880615234375,8,4,1,394190.025861607,615517.1794082,1144517.6175415,917449.521290091
FT1031,216.130894616456,216.130649528453,216.130974575652,1181.05993652344,1169.35949707031,1182.38464355469,5,4,1,108761.768112904,77010.2481536865,94320.8055391652,103523.479957683
FT1032,216.107883774607,216.107850204837,216.107968521937,613.379473876953,611.783142089844,614.63623046875,4,4,1,30238.4467426759,37614.2609438478,39790.3121567995,64599.9291132732
FT1033,216.092972419503,216.09265016737,216.110404166534,1054.98901367188,1018.86560058594,1055.71,3,3,1,NA,18257.1454996739,40954.7590778994,22017.1003123779
FT1034,216.117084418516,216.117084418516,216.117084418516,262.69287109375,262.69287109375,262.69287109375,1,1,1,NA,NA,75487.5842246098,NA
FT1035,216.130931985049,216.130931985049,216.130931985049,1315.34,1315.34,1315.34,1,1,1,NA,15236.0157568358,NA,NA
FT1036,216.159115275897,216.159054983885,216.159293439981,1479.65234375,1478.92272949219,1480.2509765625,3,3,1,37531.7831249985,NA,40748.0758720706,41833.4766874695
FT1037,216.195369523975,216.195369523975,216.195369523975,1691.16027832031,1691.16027832031,1691.16027832031,1,1,1,NA,NA,7281.31074554469,NA
FT1038,216.21381157307,216.195520430444,216.213992321346,1336.48754882812,1318.3037109375,1338.23132324219,7,4,1,109375.052246094,129010.59274615,83889.7071491339,122856.431418889
FT1039,216.177343395709,216.159052563891,216.22292034917,1143.71392822266,1111.68,1165.6171875,8,4,1,1385691.07965495,2364472.68556639,228034.722218519,756607.394101557
FT1040,216.61189680514,216.611811178811,216.611938031544,1421.81896972656,1421.52319335938,1422.07,4,4,1,258285.486471162,159019.05414844,290778.669934209,266796.906615924
FT1041,217.010544115818,217.005939734157,217.010670595839,138.318176269531,123.769,192.559,13,4,1,14286835.0401563,26596637.236705,68086.547907715,157528.976267667
FT1042,216.922385711853,216.922384799299,216.922407429703,2337.66,2329.30200195312,2338.73779296875,3,3,1,632728.041440777,399601.582183625,137553.622076662,NA
FT1043,216.950567648688,216.922178973698,216.978956323677,2414.74731445312,2414.73779296875,2414.7568359375,2,2,1,31413.0242595023,NA,38973.6471781923,NA
FT1044,216.922432792979,216.922432792979,216.922432792979,2125.51,2125.51,2125.51,1,1,1,NA,201921.513929671,NA,NA
FT1045,217.083348975267,217.083187387319,217.117913675035,679.648315429688,661.741,709.565,11,4,1,119975.728149704,39027.9969244284,35079.201318741,53147.5441227416
FT1046,217.119668734309,217.11581076225,217.119744801966,1251.35864257812,1251.0361328125,1252.3427734375,5,4,1,1359609.875,3696647.46206604,31375.005354492,3543405.65836549
FT1047,217.143165312107,217.083221066328,217.143298413262,1367.58801269531,1314.27258300781,1491.24096679688,13,4,1,302309.585875002,566230.348770832,482559.379490794,341789.472180989
FT1048,217.117880188191,217.117848714244,217.117972066456,854.053566650391,853.313110351562,855.691223144531,4,4,1,162797.193784494,78913.4893337888,177005.536730053,175714.743344108
FT1049,217.117075119166,217.117075119166,217.117075119166,1739.15771484375,1739.15771484375,1739.15771484375,1,1,1,NA,NA,16163.1018664555,NA
FT1050,217.089615974412,217.046832994704,217.132528975024,1016.83388427734,1014.63696289062,1017.86712646484,8,4,1,27676.9569565426,53324.9781372069,830852.652365293,32521.6833886723
FT1051,217.067926092743,217.020058260771,217.068076430159,124.680786132812,123.769,139.224,7,4,1,164967.009986328,80509.5588730467,94886.8915277343,166446.561791667
FT1052,217.120443140385,217.120098530728,217.120505363012,208.310531616211,196.711,262.69287109375,9,4,1,899741.327039067,2490890.88905208,3529173.23582208,3714392.85151728
FT1053,217.194308234922,217.162328500647,217.226245438552,1138.79881103516,1113.54455566406,1165.6171875,8,4,1,92368.9290520358,96724.6320918501,68080.68834961,45499.1033072922
FT1054,217.189803955004,217.189654222138,217.189915899589,1312.81140136719,1312.31,1314.32263183594,4,4,1,120997.741184895,68317.3166552738,80904.9778819047,68652.8127490238
FT1055,217.169051248216,217.158533154729,217.179569341704,1517.79909667969,1502.39819335938,1533.2,2,2,1,23150.7623649087,115079.94075537,NA,NA
FT1056,218.01389537993,217.99282235652,218.014043911785,138.321968078613,123.769,159.741439819336,10,4,1,263643.601042968,899506.500712685,347310.079936719,322826.338250001
FT1057,218.048483581426,218.037951658106,218.12212052884,650.011,639.261,675.481,13,4,1,17297.0454748535,26818.9074737243,91680.1704034173,327220.585395508
FT1058,218.050375399294,218.050243714683,218.110837923145,1016.83,1016.6708984375,1017.83721923828,5,3,1,27383.3321228023,27854.2329040531,68311.3344657628,NA
FT1059,218.138482360848,218.138370102808,218.138563646602,1181.68127441406,1181.26,1182.38464355469,4,4,1,546009.675631505,456353.595044554,254999.645417978,553044.536388677
FT1060,218.123006009166,218.122951578611,218.123105834977,1252.26138671875,1251.0361328125,1252.36462402344,4,4,1,134772.21484375,346058.76802474,229607.691468748,340742.715671516
FT1061,218.069582832881,218.069486261492,218.06967940427,803.667516113281,802.477,804.858032226562,2,2,1,NA,18798.0768096919,NA,18374.2189497073
FT1062,218.107770954121,218.107770954121,218.107770954121,305.054,305.054,305.054,1,1,1,NA,17771.467595581,NA,NA
FT1063,218.174770304912,218.146478237716,218.229415322678,1324.34,1313.31,1392.45,9,4,1,137105.877111468,123134.947617187,52778.7216796875,114033.48828125
FT1064,218.091402333694,218.044387817383,218.138416850005,161.609208129883,142.823,180.395416259766,2,2,1,NA,22114.7200340169,NA,99793.6755787109
FT1065,218.178583473295,218.178583473295,218.178583473295,440.086181640625,440.086181640625,440.086181640625,1,1,1,34084.7008579509,NA,NA,NA
FT1066,218.229439341634,218.211147652537,218.229593715673,1113.59484863281,1043.60107421875,1164.93103027344,9,4,1,352863.510996088,533219.870438639,537336.995577156,377938.807723208
FT1067,219.008764020955,219.008729319044,219.014787478203,138.313588134766,123.771751403809,161.623718261719,10,4,1,47001.5059621582,443376.616875001,910874.558453947,288637.992203125
FT1068,219.017201953119,218.994533456533,219.01740283712,2412.71691894531,2406.62,2424.447265625,6,3,1,17528.0857850478,28409.5005490342,15914.3319152828,NA
FT1069,219.133596195824,219.133491409391,219.133743035068,844.051330566406,828.379,846.513305664062,5,3,1,72274.9218523443,228737.555102051,NA,179998.14075765
FT1070,219.114111737683,219.064945493049,219.114228491403,1016.24044921875,969.292541503906,1016.84869384766,6,4,1,232433.045075298,245696.267838542,118074.823109375,251639.334861846
FT1071,219.096566957568,219.096422724794,219.096628666443,1355.73790039062,1355.47937011719,1356.38720703125,4,4,1,178126.652313168,172887.156755024,128563.45411784,107918.818062783
FT1072,219.14140444006,219.096413035743,219.141651141734,1531.04809570312,1444.29,1533.81201171875,5,3,1,17663.7039697261,30453.9588464353,19478.2996075444,NA
FT1073,219.141835670534,219.141812277862,219.141889878598,1182.38464355469,1182.02392578125,1184.18,3,3,1,NA,18320.7306455075,34897.5871784854,31695.2267231438
FT1074,219.026257970687,219.026249759291,219.026312492085,129.201385498047,127.396,182.429992675781,5,4,1,4699920.76839999,4455136.63689064,3965397.65999998,11680612.6708078
FT1075,219.125494461102,219.125322008634,219.170108517924,641.337280273438,579.221,641.467712402344,5,4,1,531158.913339072,46891.2089568351,238084.469631835,578241.591245206
FT1076,219.026078248976,219.026023593501,219.02613290445,2409.32186035156,2409.31372070312,2409.33,2,2,1,NA,15429.1642026367,17544.0562309267,NA
FT1077,219.148070439185,219.148044792867,219.148149349117,1358.5,1358.38732910156,1359.46911621094,3,3,1,NA,67743.4168741866,37564.148304687,61191.1546636964
FT1078,219.148221080049,219.148112427942,219.14822741384,1187.08,1186.96362304688,1187.21594238281,3,3,1,NA,207733.861442872,231040.266881835,117750.148593752
FT1079,220.123831117514,220.10747749559,220.124029591746,1089.54833984375,1078.13635253906,1096.53186035156,7,3,1,235397.31648763,NA,364467.484976284,179416.764793524
FT1080,220.064121693342,220.063901400426,220.064232867569,812.585138183594,798.458129882812,813.2578125,6,4,1,66895.6462791824,92306.837836609,77466.6064250684,27026.1471772461
FT1081,220.11912639812,220.11902377562,220.119312706129,448.571,440.413,453.487731933594,5,4,1,103173.668687988,128478.547183594,305256.260981995,94046.4076801757
FT1082,220.029670884959,220.02948498877,220.029681910883,129.201385498047,127.396,146.538299560547,5,3,1,NA,201707.654292481,526225.305677735,194795.838808594
FT1083,220.117758417768,220.11771626603,220.117793638828,338.449249267578,251.913482666016,341.618835449219,7,4,1,428842.746014062,1012619.73651416,1387565.5475517,479503.182726562
FT1084,220.053656020232,220.053622088008,220.053689952455,682.815673828125,682.815246582031,682.816101074219,2,2,1,11626.1830897214,NA,NA,14040.2614920656
FT1085,220.245101628144,220.24498567817,220.245243328801,1555.01449462891,1554.0029296875,1556.35754394531,4,4,1,55091.2547363305,137736.482584962,48101.7855322291,63157.0137500037
FT1086,220.154072566649,220.154044523878,220.154155293762,1239.99633789062,1239.54321289062,1240.22,3,3,1,95554.7441601569,197245.338672639,NA,208538.752840362
FT1087,220.182458818463,220.182324605523,220.182483698409,927.328796386719,921.984252929688,927.380004882812,3,2,1,NA,NA,78393.5912067377,73864.2091279299
FT1088,220.934309721685,220.934142115861,220.934416396864,2296.79919433594,2240.37,2336.13818359375,24,4,1,1593991.79136723,1110910.67524998,1134729.1655312,1127722.18809372
