Row.names,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,control,ms_level,1290_IARS49_WH1 (1).mzXML,1290_IARS49_WH2.mzXML,1290_IARS49_WH3.mzXML,1290_IARS49_WH4.mzXML
FT0802,183.174063723699,183.168556049053,183.177626711343,1699.14147949219,1697.06701660156,1732.28210449219,9,4,1,6203165.55774457,6255904.49955688,5438451.55389974,5115094.32945768
FT0803,183.085979712105,183.085944708187,183.086163184885,135.428680419922,128.205291748047,139.058853149414,5,4,1,120726.436850098,104588.684745899,90052.1735029295,84325.9588515627
FT0804,184.027865347808,184.027735046884,184.027928384983,2326.06,2273.9794921875,2340.98828125,9,4,1,165653.628300782,349128.851827262,144914.712649898,129842.974531245
FT0805,184.027839953538,184.027777752942,184.027869794341,2191.92578125,2137.60668945312,2231.19677734375,5,2,1,164104.029429687,NA,160745.505908207,NA
FT0806,184.027849687255,184.027791346473,184.027875686307,1759.10473632812,1707.19,1772.66552734375,3,2,1,83896.3734375043,181735.587109372,NA,NA
FT0807,184.027798768473,184.027795082563,184.027802454383,1459.40370605469,1458.96,1459.84741210938,2,2,1,165529.748031005,50535.543652342,NA,NA
FT0808,184.02779015237,184.027741537794,184.027838766946,1567.04439941406,1536.26879882812,1597.82,2,2,1,144652.110266928,76538.6785351577,NA,NA
FT0809,184.02783720263,184.02783720263,184.02783720263,1130.74182128906,1130.74182128906,1130.74182128906,1,1,1,49221.8952099613,NA,NA,NA
FT0810,184.146559729313,184.146454073142,184.146697553356,703.076599121094,680.810119628906,737.201904296875,10,3,1,35045.5658072916,NA,55001.5896235966,168218.236076103
FT0811,184.09885655641,184.08816825556,184.099075720677,600.773,574.010070800781,644.432006835938,11,4,1,297399.115332021,948013.122090357,416451.005613273,417811.071796869
FT0812,184.090882179831,184.090817265924,184.091054131207,148.641059875488,140.827209472656,168.797,8,4,1,1122668.37282043,1399439.06051938,300672.494095312,411690.26453125
FT0813,184.096705651169,184.096372274361,184.133065333162,815.137512207031,811.17,901.017456054688,7,4,1,545627.961014404,567958.826411482,558902.260519298,214693.162610544
FT0814,184.132869076328,184.081292378633,184.133016739317,1004.44,982.937866210938,1005.65533447266,5,4,1,379068.624863291,350172.581801564,201676.738908692,189150.380138364
FT0815,184.119903250112,184.119877220953,184.119999305595,1365.26135742187,1365.00646972656,1367.10180664062,4,4,1,42335.5510107434,54895.6004080647,39424.2431201177,90065.8957214358
FT0816,184.177413019139,184.177338331523,184.177471926071,1698.43258300781,1697.80017089844,1699.14147949219,4,4,1,645895.27252042,603834.745706396,532533.61755443,517141.03035156
FT0817,184.169231765864,184.169231765864,184.169231765864,1488.21423339844,1488.21423339844,1488.21423339844,1,1,1,NA,NA,19041.5726375324,NA
FT0818,184.16926257259,184.16926257259,184.16926257259,1297.18,1297.18,1297.18,1,1,1,NA,32998.6379248043,NA,NA
FT0819,184.979409786187,184.979293551436,184.979499176372,2426.52941894531,2418.95751953125,2437.68017578125,8,4,1,36894.1682080088,36949.928003744,29371.2429830505,35094.7741240844
FT0820,184.972994244673,184.9729128997,184.973120108603,2293.64172363281,2224.29296875,2339.96630859375,14,4,1,877819.942898104,1012386.55302568,829834.046809914,1418501.19140628
FT0821,185.041784882829,185.041695010757,185.041797666564,126.386253356934,125.486,127.306396484375,3,3,1,306534.979764974,241486.846453125,NA,111493.205839843
FT0822,185.128107484978,185.099923084126,185.128190500537,835.032348632812,811.17,836.019,5,4,1,32766.9582666023,49059.5457124397,28353.0151135255,44656.5679541016
FT0823,185.100800557267,185.100422264164,185.136325100086,952.331909179688,950.291564941406,1005.65533447266,5,3,1,15998.0833527425,21490.9155388184,NA,27291.8412515587
FT0824,185.153282677981,185.13209735936,185.153349454924,1498.68389892578,1497.37,1502.71,4,3,1,NA,221921.3616211,981350.014434228,705734.516990134
FT0825,185.132185707717,185.132185707717,185.132185707717,1314.82958984375,1314.82958984375,1314.82958984375,1,1,1,NA,NA,NA,46882.8949731438
FT0826,185.074891359208,185.074762894829,185.114567429093,142.196159362793,129.999298095703,163.042663574219,8,4,1,335832.383755285,190995.728121949,83985.2444677731,328979.865725233
FT0827,186.106520595885,186.106450069481,186.106675767108,148.104911804199,130.006088256836,175.726593017578,8,3,1,262569.967171875,NA,302918.65407422,709868.357602464
FT0828,186.103823913858,186.084438710948,186.104020442322,951.331,949.845581054688,1018.14,5,4,1,330832.087594675,311203.605264642,149210.846150782,324475.616170114
FT0829,186.184969607748,186.184892058862,186.221266254739,1134.10345458984,1124.97790527344,1155.6318359375,8,4,1,29482.1733984371,1060292.51042285,769418.162175644,602926.345000015
FT0830,186.2212449264,186.217480964696,186.221440143537,855.088562011719,849.430847167969,897.91455078125,8,3,1,53783.49258347,10656755.4842273,43938.0031823245,NA
FT0831,186.221229149951,186.221229149951,186.221229149951,1525.85681152344,1525.85681152344,1525.85681152344,1,1,1,NA,NA,92412.195764973,NA
FT0832,186.221286450221,186.221286450221,186.221286450221,1447.09777832031,1447.09777832031,1447.09777832031,1,1,1,NA,NA,42165.7751302077,NA
FT0833,186.221293855638,186.221293855638,186.221293855638,1260.94836425781,1260.94836425781,1260.94836425781,1,1,1,NA,NA,75759.6120644513,NA
FT0834,186.221344572819,186.221344572819,186.221344572819,2268.32348632812,2268.32348632812,2268.32348632812,1,1,1,NA,NA,50383.7529296902,NA
FT0835,186.2212825582,186.221272477446,186.221321973875,980.218841552734,958.126159667969,1037.38293457031,4,1,1,NA,NA,418765.879597781,NA
FT0836,186.968492619586,186.968381445332,186.968544530757,2432.46875,2427.06787109375,2436.58,4,4,1,31164.7275493623,57395.5918415176,85923.7316108396,56005.2899888172
FT0837,187.072741433322,187.068371875685,187.111385631726,1248.31002929687,1247.34826660156,1298.15,10,4,1,51727.9287840683,71382.7912651181,5457810.49500874,8820249.27609724
FT0838,187.087899196707,187.087810340686,187.088021152859,1018.14,1017.2119140625,1020.26617431641,5,4,1,68880.1044921886,45085.7780419926,55631.1700952144,77524.629574498
FT0839,187.071901985262,187.036401652616,187.107398802951,632.660430908203,608.924072265625,664.90185546875,4,3,1,46115.5695717772,NA,230187.444283867,68252.2545698231
FT0840,187.224705420627,187.22458786761,187.224736466648,856.648376464844,845.357421875,922.01025390625,7,3,1,506444.284189061,NA,339309.607646096,778116.54090586
FT0841,187.188281853473,187.188181707474,187.188350571945,1125.87778320313,1123.99438476562,1127.40759277344,4,4,1,80985.5252124017,87158.1527343754,58034.724523926,72612.5351839184
FT0842,187.628677060969,187.628677060969,187.628677060969,608.924072265625,608.924072265625,608.924072265625,1,1,1,NA,NA,43467.2775240887,NA
FT0843,188.021270708231,188.021270708231,188.021270708231,2431.03295898438,2431.03295898438,2431.03295898438,1,1,1,14641.7606500246,NA,NA,NA
FT0844,188.073202427822,188.070287885113,188.076074532045,1232.21398925781,1214.4501953125,1249.30310058594,8,4,1,47087.8941136886,40475.8334246824,738774.638525393,784551.215014651
FT0845,188.070344783711,188.070290495161,188.070421008785,698.294250488281,680.810119628906,714.437072753906,6,3,1,62251.5461181634,NA,204911.435348542,45903.3313212888
FT0846,188.127647563486,188.127587399464,188.127665782055,1329.25440429688,1329.07592773438,1330.01696777344,4,4,1,257501.784082029,271735.178235868,111076.167768557,285158.76249641
FT0847,188.127789328749,188.127764913148,188.127986795458,811.230690917969,810.166748046875,812.175903320312,4,4,1,3235488.74085937,1138916.00084765,1251442.491125,1641105.28213522
FT0848,188.127769583584,188.127754464206,188.12784665559,1940.69268798828,1939.90625,1940.76,4,4,1,61989.5629101555,75335.5120605452,89123.5877734371,100672.325954437
FT0849,188.115327165845,188.115145975524,188.115460457849,417.841,416.788726806641,417.846740722656,3,3,1,64199.4054944194,41905.3302590328,NA,67911.2937952882
FT0850,188.091448466269,188.091373594511,188.091523338028,170.283941223145,169.838882446289,170.729,2,2,1,NA,870687.438933125,238151.477484374,NA
FT0851,188.115286597448,188.115286597448,188.115286597448,586.616,586.616,586.616,1,1,1,NA,35380.166833008,NA,NA
FT0852,188.164219740009,188.164219740009,188.164219740009,1026.30322265625,1026.30322265625,1026.30322265625,1,1,1,22348.7426977537,NA,NA,NA
FT0853,188.191476066408,188.191423806681,188.191528326135,1338.44946289062,1338,1338.89892578125,2,2,1,NA,27127.1617309577,28569.3810449208,NA
FT0854,189.006703474195,188.992777207869,189.006887573686,2428.49377441406,2418.95751953125,2438.9736328125,10,4,1,17178.2093005376,23549.3101647952,20725.157369385,23137.1451861566
FT0855,189.039128955783,189.039097783076,189.039160128489,151.830251342773,151.821502685547,151.839,2,2,1,NA,108144.740545898,NA,166675.629956474
FT0856,189.101924480118,189.095463279197,189.102050520318,696.926208496094,648.532836914062,738.162231445312,19,4,1,633594.295417184,433961.511632813,1123997.77988979,465391.340261721
FT0857,189.091586459146,189.051829920584,189.131326748767,812.751098632812,811.154235839844,816.101,8,4,1,175348.054570313,61456.6812399087,213628.469205839,103808.900175921
FT0858,189.069202044558,189.050063052626,189.088400659185,910.552398681641,900.976013183594,920.992,8,4,1,660074.368764343,648268.432798464,208434.277293456,701445.377921699
FT0859,189.139792651829,189.111677972185,189.16349058227,1092.49914550781,1064.5,1141.65,7,3,1,407161.271191391,762089.49369486,NA,410772.193562494
FT0860,189.12707500125,189.078092635612,189.127125901038,1312.57836914062,1248.31,1312.93029785156,5,4,1,364845.604244961,21680.9049091252,225609.628890625,416845.121665191
FT0861,189.046353570772,189.046027990189,189.106354299048,136.346282958984,123.683639526367,155.57,13,4,1,115694.403572656,112418.016798828,85967.3303395994,87125.0328203126
FT0862,189.167410381108,189.167410381108,189.167410381108,1323.26770019531,1323.26770019531,1323.26770019531,1,1,1,19107.8676336663,NA,NA,NA
FT0863,190.03935924183,190.039335103032,190.039362133071,123.685165405273,123.683639526367,123.693,3,3,1,NA,125967.13731958,113282.363240173,99584.101340332
FT0864,190.049700300966,190.049442765543,190.091651893111,815.137512207031,769.778076171875,901.07,19,4,1,65281.7552054188,218329.911064453,37368.4810242104,27025.0112074221
FT0865,190.115781277922,190.114945699682,190.143373337539,1012.48846435547,1010.58306884766,1092.91,7,4,1,214908.371228028,96893.8990527347,91843.8418906234,84554.7188964849
FT0866,190.130371316835,190.130346265444,190.130396368226,1312.75433349609,1312.57836914062,1312.93029785156,2,2,1,NA,NA,23014.1905883786,29734.1995393882
FT0867,190.070619094007,190.070619094007,190.070619094007,161.211547851562,161.211547851562,161.211547851562,1,1,1,NA,NA,NA,37579.3713593749
FT0868,190.564700900268,190.564700900268,190.564700900268,512.559265136719,512.559265136719,512.559265136719,1,1,1,NA,NA,NA,137693.616199089
FT0869,191.038518566875,191.038358066544,191.038641433862,2432.60134765625,2424.4,2438.9736328125,4,2,1,NA,34365.3000432476,32172.8291827384,NA
FT0870,191.082893347287,191.081159089597,191.084609539348,728.140716552734,726.965209960938,729.320373535156,8,4,1,544421.06664063,1482591.1640549,227469.638984425,289037.229246525
FT0871,191.102375241595,191.102343897066,191.102438457986,552.290704833984,538.253845214844,566.356201171875,8,4,1,1043473.29725293,264906.769687494,432771.955187507,314549.013140625
FT0872,191.069988693753,191.069865539232,191.119204278785,814.151733398438,796.892333984375,914.017150878906,10,4,1,476731.289035922,435968.363393553,78932.3603937515,223553.757841703
FT0873,191.086555158776,191.047234302855,191.111271112499,137.717324493408,124.576820373535,149.963638305664,6,4,1,568948.532252604,472279.046374674,176958.425450846,93139.1270358399
FT0874,191.119126354169,191.065265710214,191.119300741506,1011.9264831543,1010.52081298828,1080.00036621094,6,4,1,1050647.00901562,1067195.887875,1801848.42030028,1282954.56320312
FT0875,191.163910227351,191.163787719569,191.164008125322,1289.35375976562,1288.99914550781,1290.46,4,4,1,238863.665249996,384445.765041504,411138.229920544,168781.018802092
FT0876,191.145818158217,191.145786772461,191.145849543974,1459.45449951172,1458.06,1460.84899902344,2,2,1,NA,62219.9557983375,52821.6375427259,NA
FT0877,191.562025432562,191.561998275579,191.562039874339,826.514446533203,825.955078125,829.998413085938,4,4,1,44433.9938378913,37292.9675372315,67167.2434211731,101699.27024943
FT0878,191.985236266573,191.985108856433,191.985363676713,2429.70593261719,2429.54418945312,2429.86767578125,2,2,1,NA,NA,20364.7823651118,22288.9255957029
FT0879,192.069249149335,192.045878095585,192.105796957548,643.311,566.356201171875,728.362060546875,34,4,1,41370.8410662841,183886.759371094,101592.051645874,22941528.4884886
FT0880,192.158940198992,192.158907393549,192.159024918486,1016.18946655273,1015.37213134766,1017.32141113281,4,4,1,120330.801078187,116406.441259766,116325.586539243,109160.619775391
FT0881,192.0551117434,192.05500903017,192.055216015134,125.946128845215,123.693,128.195739746094,4,4,1,44940.0383640136,40320.9565730469,47662.1122247315,73708.351020064
FT0882,192.105805244988,192.105792870826,192.106068678006,534.242980957031,528.04931640625,541.2880859375,3,1,1,19217.4768058596,NA,NA,NA
FT0883,192.090650863571,192.090536306996,192.158869123902,1277.72,1275.67028808594,1351.6,3,2,1,20199.5129882805,29897.2610929734,NA,NA
FT0884,192.068741878321,192.06868906095,192.068794695692,392.095672607422,392.055358886719,392.135986328125,2,2,1,85198.780713867,NA,40859.6013757324,NA
FT0885,193.034130469982,193.034042437736,193.034252027656,136.785308837891,135.440780639648,137.265,4,4,1,142040.623101562,293239.869146533,290970.468072172,97023.2571302083
FT0886,193.020173899789,193.020173899789,193.020173899789,2425.73779296875,2425.73779296875,2425.73779296875,1,1,1,29372.9873533721,NA,NA,NA
FT0887,193.067548607347,193.067391999794,193.126872263032,785.389343261719,761.975341796875,815.137512207031,12,4,1,257052.998396176,223857.524006689,220013.682742188,328325.165807724
FT0888,193.120116960386,193.119605701239,193.120934608932,1749.13238525391,1667.12084960938,1854.60607910156,18,2,1,24579.9225732427,NA,33561.9289517197,NA
FT0889,193.119651419537,193.106984202029,193.120136866044,1960.9921875,1859.51318359375,2013.72924804688,15,3,1,55893.5813891594,NA,145325.229452345,30919.4921549475
FT0890,193.119643270254,193.119511612968,193.119745610381,2198.65344238281,2147.86279296875,2254.78100585938,14,2,1,38907.2873181131,NA,295608.906627605,NA
FT0891,193.119632244094,193.119496004424,193.119815890508,2077.89733886719,2032.84301757812,2119.57641601562,10,2,1,169945.738794921,NA,131342.543889804,NA
FT0892,193.12064583058,193.098094127009,193.158444879858,1351.6,1338.89892578125,1356.44,7,3,1,NA,223340.221328121,233308.845000009,405017.254354243
FT0893,193.122028997866,193.121663935687,193.134826571702,1179.75396728516,1178.49267578125,1187.02124023438,6,4,1,5095304.97752638,5107708.57804522,5467882.55596788,940578.114583318
FT0894,193.134982186655,193.1347390733,193.158401604287,1113.62231445312,1100.70947265625,1115.30590820312,6,4,1,34575.2998602304,78276.4366186522,80234.0739830824,36512.9441357411
FT0895,193.120392969078,193.119954674832,193.120884854233,1587.13610839844,1513.81982421875,1623.28149414062,9,1,1,48285.8966674816,NA,NA,NA
FT0896,193.068568933561,193.068476050181,193.068718574978,643.318280761719,641.317626953125,644.268859863281,4,4,1,2212484.23656548,2332837.02599434,2506435.45230363,863202.227472644
FT0897,193.096783099905,193.096783099905,193.096783099905,950.309,950.309,950.309,1,1,1,NA,18773.5502354735,NA,NA
FT0898,193.070458542302,193.049383975129,193.070663372237,162.597405090332,123.683639526367,193.674545288086,16,4,1,605411.78989844,860524.075859766,767114.900584376,285932.914312498
FT0899,193.119607232413,193.119490287397,193.119732160308,2313.50854492188,2278.01049804688,2341.08959960938,10,2,1,126314.445078123,NA,34583.2507629422,NA
FT0900,194.009040670811,194.008974341242,194.009082761566,1796.83206787109,1795.72436523438,1797.25268554688,4,4,1,99084.0496297194,119155.67766306,107552.850945687,106069.404564289
FT0901,194.101957291551,194.069429253278,194.158461304531,601.657104492188,574.010070800781,645.378051757812,17,4,1,1673441.62634111,2761132.1719922,901207.56493359,2904008.33889845
FT0902,194.057363916381,194.057307666953,194.073859630175,131.368001831055,123.683639526367,140.843,8,3,1,NA,22225.5535546874,34895.758890918,23411.9991450805
FT0903,194.114822812645,194.11479046947,194.114874787775,1928.99957275391,1917.27,1940.89636230469,8,4,1,261407.539821256,205664.191259762,182177.300851569,411454.66599609
FT0904,194.106107437254,194.106030126281,194.161721886558,1363.12469482422,1281.55090332031,1383.74536132812,8,4,1,28998.7737402349,40221.0633544911,80798.6355433875,82475.4261728806
FT0905,194.048586469198,194.04847763226,194.048687658406,2425.29956054688,2423.05004882812,2437.94,5,3,1,17120.5614864102,38701.4947827154,NA,49541.7080571958
FT0906,194.08087194205,194.08084215484,194.081054043501,806.644002929688,806.0908203125,807.299743652344,4,4,1,2037521.4592882,1761543.72170138,1589480.01941228,894443.30845001
FT0907,194.125395228909,194.125392048192,194.125407938436,1181.92553710938,1180.07043457031,1182.27990722656,3,2,1,84875.9650390615,NA,NA,110461.47493164
FT0908,194.110885658105,194.110812691795,194.125420440513,1058.28967285156,1036.39343261719,1059.57067871094,3,3,1,13302.1790268553,NA,55184.9606127924,17704.6463500979
FT0909,194.174575091571,194.17443437593,194.174642570824,1325.39,1325.20556640625,1326.177734375,3,3,1,141248.426386144,88242.0490332004,76265.7967285138,NA
FT0910,195.017350787191,195.017350787191,195.017350787191,1547.47705078125,1547.47705078125,1547.47705078125,1,1,1,NA,NA,41015.5214062491,NA
FT0911,195.087376183306,195.087252937558,195.105588838987,577.835422363281,477.801422119141,657.782287597656,42,4,1,91097.7569272468,1642834.25960937,51017.7860693351,1099985.74164964
FT0912,195.087382502518,195.065088430241,195.087730931046,158.389938354492,124.613731384277,212.108001708984,23,4,1,215932.045539063,979331.435426136,23179.723430957,329296.125812503
FT0913,195.087351609754,195.087182441692,195.087564042407,405.405,352.983947753906,466.733459472656,23,4,1,519711.34073633,1890319.60696033,1455044.10467882,594570.441833979
FT0914,195.087354109691,195.087176714452,195.122318878245,261.297485351562,220.184295654297,322.541625976562,23,4,1,542707.736771488,971609.053290358,598571.736479175,630972.60802734
FT0915,195.087317859902,195.087183420443,195.150424463807,1006.52348632813,958.126159667969,1049.50219726562,16,4,1,287790.991609372,1012959.61557693,329043.474749995,1287960.04473109
FT0916,195.087324799508,195.087254291865,195.13441473698,700.107,672.022583007812,756.661,17,4,1,292685.186007814,488719.342093747,554013.182285149,410453.920851564
FT0917,195.087264415227,195.063898513545,195.087357734291,910.636872802734,865.727,949.285,14,4,1,1803338.63792967,2824614.77844237,2625846.23349578,5202209.60336946
FT0918,195.087354017396,195.087267217048,195.150616001247,1154.67822265625,1079.33959960938,1276.72302246094,25,4,1,713596.261142573,325262.928808601,418024.710210924,189494.529492197
FT0919,195.08732532279,195.084344775163,195.087494321297,807.160502929687,773.732360839844,832.939147949219,12,4,1,145510.115790441,125272.913609323,384279.231398428,150611.992918902
FT0920,195.098843424759,195.06257318236,195.09894946251,2313.31906738281,2236.01,2339.96630859375,12,2,1,18227.0835809319,136062.440269527,NA,NA
FT0921,195.098788554328,195.098717756904,195.098870437153,2103.18,2033.48,2201.39,13,1,1,NA,188426.050886716,NA,NA
FT0922,195.098881984874,195.087338119822,195.098925236472,1606.59,1579.37487792969,1622.49,3,2,1,NA,35125.1965104171,278728.826519092,NA
FT0923,195.098924229512,195.098847163823,195.098993267617,1733.06,1693.76,1797.85,4,1,1,NA,102670.342259853,NA,NA
FT0924,195.098869987154,195.098840120468,195.098921947197,1933.61,1876.86,1943.83,3,1,1,NA,47217.6773034683,NA,NA
FT0925,195.087348872575,195.08720411097,195.137578998395,1419.655,1323.43,1500.95,14,4,1,109744.366429688,191137.664921885,207247.739086924,154382.256035159
FT0926,196.081299203572,196.062562940751,196.093644476039,161.164810180664,137.224334716797,296.284484863281,99,4,1,42810577.4407353,127731.017064942,234562.345743815,164857.658710937
FT0927,196.112653422094,196.066466937696,196.11289580709,598.452178955078,553.368530273438,662.976,26,4,1,3586786.100625,102297.646458985,94942.1812760441,149609.71389336
FT0928,196.060159975784,196.060086658259,196.060308739043,479.363616943359,469.791259765625,487.967,8,4,1,376279.329906249,122719.3357583,672871.817811129,135317.145427734
FT0929,196.06819583545,196.068158944821,196.068331360626,910.592895507812,910.010498046875,911.172,4,4,1,367054.776060661,169517.1110332,222063.571315102,414854.114892468
FT0930,196.132822775104,196.132773752653,196.132932661365,991.421417236328,990.869,993.747192382812,4,4,1,19236.2217821656,19869.2487548834,15856.1690702393,32107.8645944824
FT0931,196.162757182905,196.162742543555,196.162814642802,1547.10107421875,1546.53833007812,1547.47,4,4,1,62209.3307631135,69395.4311861475,44136.1656645503,40731.8962115492
FT0932,196.087561086877,196.087478146333,196.08779733581,806.725646972656,806.0908203125,807.165,4,4,1,154324.087851562,113703.226705077,76135.0570502924,235394.778662482
FT0933,196.173992711725,196.173992711725,196.173992711725,769.778076171875,769.778076171875,769.778076171875,1,1,1,NA,NA,NA,44665.5277363281
FT0934,196.614331081686,196.614239050283,196.614537724822,608.923522949219,597.08984375,611.574096679688,7,4,1,823209.090761721,452661.655218751,1289187.64258561,488786.333585945
FT0935,196.868157500355,196.868157500355,196.868157500355,124.582359313965,124.582359313965,124.582359313965,1,1,1,NA,NA,52072.4053693359,NA
FT0936,197.116955260341,197.056907162919,197.166310845503,1100.34,1046.36840820312,1188.91625976562,29,4,1,38402.9576586926,83312.0191183266,36786.5675024404,243913.218007819
FT0937,197.084640998831,197.084496827256,197.084856222602,164.068504333496,139.058853149414,202.814971923828,16,4,1,632044.654144533,842953.15846289,556471.071539066,654044.86721289
FT0938,197.122542532831,197.122439484718,197.122718464763,541.804595947266,521.798278808594,565.389892578125,10,4,1,578692.192266867,167873.839705468,277352.639792973,141381.648850389
FT0939,197.153295968347,197.095868046098,197.15336323927,1505.45190429688,1477.109375,1562.373046875,11,4,1,248128.861177888,79780.9540722648,113997.872119145,176787.451
FT0940,197.166020370003,197.114408993459,197.16617680929,1358.37,1356.44,1361.29272460938,5,3,1,366965.013124991,36779.7464453115,59478.520507625,NA
FT0941,197.128091497764,197.101556968905,197.128338710701,843.194152832031,828.027770996094,843.314331054688,5,4,1,310436.46381315,190498.445173435,197863.266161134,160253.328320315
FT0942,197.106220570221,197.106159266432,197.10632499574,1248.78502929688,1248.28833007812,1249.30310058594,4,4,1,203864.763516919,182566.510295868,83094.196552738,185262.375814658
FT0943,197.166173839903,197.166095047592,197.166220298914,939.543823242188,939.21,940.08251953125,3,3,1,62330.8598455077,67440.2635612792,28362.4145573729,NA
FT0944,197.128161523646,197.128139903916,197.128183143377,698.976198974609,697.845397949219,700.107,2,2,1,66909.8884505211,63453.8689746081,NA,NA
FT0945,197.058788776992,197.058788776992,197.058788776992,2437.94,2437.94,2437.94,1,1,1,NA,34037.1141810825,NA,NA
FT0946,198.028296103846,198.028114017888,198.028485817524,142.636962890625,123.683639526367,184.540008544922,15,4,1,245348.495367187,782103.785617594,228027.781429688,232543.504822264
FT0947,198.125813114164,198.120219132969,198.148632426806,1091.51403808594,1062.24670410156,1166.84411621094,17,4,1,328480.429794348,296976.395497893,1645124.87267578,1179510.92265623
FT0948,198.125845066143,198.121693766139,198.129503764087,539.285675048828,515.648,566.356201171875,14,4,1,7479170.89178306,10309144.6828125,10898468.7504203,11149411.9636293
FT0949,198.082207498866,198.082011557151,198.131721283207,815.129756103516,814.210815429688,843.218017578125,6,4,1,106117.787917968,79952.241509766,263106.973609716,277298.043392619
FT0950,198.108037714973,198.107987197155,198.108183277655,728.380462646484,726.965209960938,728.83,4,4,1,184051.393797654,135120.081136307,121637.14509196,151233.058715987
FT0951,198.052257997791,198.052186609126,198.052459007781,951.307800292969,948.782470703125,951.331,4,4,1,59863.7857041014,102809.093497908,60987.5407364909,118672.936237656
FT0952,198.117878920938,198.117840468515,198.120268585918,1355.36096191406,1313.54150390625,1358.40856933594,3,2,1,NA,NA,18683.7332397457,24412.7371874995
FT0953,198.096906909468,198.075579334781,198.097218970388,193.63671875,127.286483764648,296.284484863281,55,4,1,991904.949105468,855196.76025,665818.037385415,986390.800937498
FT0954,199.000295143329,199.000080454583,199.036319703868,130.910003662109,123.685165405273,164.03,9,4,1,509591.149410449,290015.560921874,542571.330906708,213434.897220052
FT0955,199.036197391121,199.036189348518,199.036205433723,2438.45681640625,2437.94,2438.9736328125,2,2,1,NA,94989.7935797987,80192.1250167408,NA
FT0956,199.122671923847,199.099089768621,199.132713385354,1061.41552734375,970.47998046875,1064.5,12,4,1,39847.8139632906,37434.9731979374,21359.1130594892,21801.8370410158
FT0957,199.107196659671,199.107041557445,199.107437508215,470.794342041016,457.48,482.872,9,4,1,117829.53141412,81913.8501699219,36799.5471086423,28566.9041020508
FT0958,199.057422713218,199.057289201957,199.057539042981,600.772827148438,574.010070800781,602.624267578125,9,4,1,1784674.65866064,1478268.85917335,452220.789925779,1631480.8351504
FT0959,199.151892150563,199.147989321787,199.15196030195,1166.15443359375,1164.13171386719,1167.01147460938,4,3,1,135888.735817873,66886.4096126778,31526.8731494135,NA
FT0960,199.100221646803,199.054217150483,199.100486146493,145.344253540039,131.810028076172,193.63671875,17,4,1,137220.535053819,374272.933523434,1198237.41138281,1420184.53119354
FT0961,199.129870376951,199.112185541754,199.147890325764,1457.11504394531,1424.30981445312,1460.84899902344,6,4,1,180446.876971437,144057.822167972,88907.0583984405,69994.3393652348
FT0962,199.168868411113,199.147770974313,199.168987431524,1554.12384033203,1510.85278320312,1601.72,8,4,1,294446.691155858,1098310.29204101,99012.7758203106,355462.768098951
FT0963,199.16891567912,199.16891567912,199.16891567912,1803.10913085938,1803.10913085938,1803.10913085938,1,1,1,NA,NA,NA,197962.551242187
FT0964,199.589297742383,199.589258996636,199.589447513114,762.823547363281,761.027709960938,783.03173828125,4,3,1,58717.2069342449,NA,58813.3000957028,136621.213062977
FT0965,200.043999377394,200.04374846702,200.07640612385,2427.11,2338.9,2438.9736328125,7,3,1,NA,51629.5713441674,67409.8964121114,46273.7106848695
FT0966,200.122068191974,200.060784728145,200.122295439262,601.683913574219,600.734375,602.624267578125,4,4,1,100998.518392356,145591.578917069,81450.9447192379,75459.1526992189
FT0967,200.091409188162,200.091375884482,200.091568438257,479.783355712891,478.698425292969,479.803,4,4,1,247319.250872526,219354.027649293,132289.385371876,140307.821368946
FT0968,200.070306478519,200.059066573161,200.136069054461,1011.36254882812,957.111572265625,1017.2119140625,5,2,1,NA,70384.1133890534,21284.5252899172,NA
FT0969,200.164274197744,200.164259265935,200.164289129552,1165.54577148438,1165.08154296875,1166.01,2,2,1,210874.748064349,86290.0553971353,NA,NA
FT0970,200.155123868391,200.15505402896,200.155193707821,1298.53021240234,1298.06176757812,1298.99865722656,2,2,1,17816.7286035147,NA,42899.4353694981,NA
FT0971,200.127795041366,200.127795041366,200.127795041366,252.375457763672,252.375457763672,252.375457763672,1,1,1,NA,NA,229775.196703124,NA
FT0972,200.151087523156,200.151087523156,200.151087523156,1533.44909667969,1533.44909667969,1533.44909667969,1,1,1,23679.06815094,NA,NA,NA
FT0973,200.200630805191,200.200546713259,200.200663303236,1765.91101074219,1765.44,1766.50207519531,4,4,1,564414.292285144,672570.486679685,445939.346418801,387382.275312508
FT0974,201.032079148871,200.941948447816,201.041376440724,138.1201171875,122.78295135498,296.284484863281,83,4,1,825759.287347862,535763.916909182,534113.650348306,158880000.797475
FT0975,201.125090111995,201.095412614167,201.125615287411,601.717956542969,574.96337890625,727.398803710938,22,4,1,2863301.53443716,3075978.91420073,1319497.51729685,924427.40337501
FT0976,201.088265419948,201.051826822309,201.111989818242,981.881164550781,878.689880371094,991.934326171875,13,4,1,43230.3241852539,26436.9009343752,36955.6976024414,33044.8313625004
FT0977,201.050984562466,201.044031076136,201.131377775358,138.133445739746,123.683639526367,164.057067871094,40,4,1,109674.562875,529582.06657526,102128.087606188,471058.383632813
FT0978,201.203984870704,201.203943075629,201.204036100618,1766.52781738281,1766.34851074219,1767.54321289062,4,4,1,63504.7433212277,51532.1552228661,61514.7506298826,63007.4818035893
