Row.names,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,blank,ms_level,Blank1a.mzXML,Blank1b (1).mzXML,Blank1b (2).mzXML,Blank1b.mzXML
FT1293,244.190667655645,244.190667655645,244.190804219098,1412.32995605469,1409.0498046875,1412.33,4,4,1,727602.270490724,262837.989075622,262837.989075622,262837.989075622
FT1294,244.198827051876,244.198827051876,244.198827051876,1772.03845214844,1772.03845214844,1772.03845214844,1,1,1,29592.1557812487,NA,NA,NA
FT1295,244.198746400327,244.198746400327,244.198746400327,1856.43505859375,1856.43505859375,1856.43505859375,1,1,1,105405.793104422,NA,NA,NA
FT1296,245.046970655168,245.046970655168,245.046970655168,1521.26489257812,1521.26489257812,1521.26489257812,1,1,1,24626.4573242179,NA,NA,NA
FT1297,245.121535311694,245.083331519778,245.159830582662,1644.46997070312,1643.41,1646.04052734375,8,4,1,450016.624093755,69016.445010288,69016.445010288,69016.445010288
FT1298,245.07838397668,245.072525012188,245.091574697356,1320.53967285156,1306.46435546875,1325.90002441406,7,4,1,50862.6556216421,2954372.87911076,2954372.87911076,2954372.87911076
FT1299,245.114756176253,245.091421673282,245.114959937682,1406.98999023438,1396.90087890625,1406.99,5,4,1,3498264.75155165,1148107.31437498,1148107.31437498,1148107.31437498
FT1300,245.148650695864,245.148650695864,245.148650695864,1895.43994140625,1895.43994140625,1895.44,3,3,1,NA,20635.0791121046,20635.0791121046,20635.0791121046
FT1301,245.193989538494,245.193989538494,245.194201445414,1412.32995605469,1409.0498046875,1412.33,4,4,1,74794.6407202149,24531.624225963,24531.624225963,24531.624225963
FT1302,245.174811425049,245.17475002434,245.174833801534,1638.98742675781,1610.96203613281,1676.80212402344,4,1,1,560637.964492173,NA,NA,NA
FT1303,245.174661303123,245.174661303123,245.174661303123,1517.30151367188,1517.30151367188,1517.30151367188,1,1,1,523712.224437507,NA,NA,NA
FT1304,246.118090410921,246.118090410921,246.118320262623,1406.98999023438,1403.00817871094,1406.99,4,4,1,341014.869555664,265116.279355197,265116.279355197,265116.279355197
FT1305,246.081733690436,246.081733690436,246.081824955191,1325.90001220703,1311.90905761719,1325.90002441406,4,4,1,3016049.77185857,278761.049677448,278761.049677448,278761.049677448
FT1306,246.086751552783,246.086751552783,246.086751552783,1646.04052734375,1646.04052734375,1646.04052734375,1,1,1,93784.4563647451,NA,NA,NA
FT1307,246.943851580167,246.943621585999,246.944029130002,1714.41088867188,1690.228515625,1739.06079101562,5,1,1,137342.263138834,NA,NA,NA
FT1308,247.122997190173,247.091820487591,247.154173892756,1280.59484863281,1255.82495117188,1305.36474609375,2,1,1,748436.058137093,NA,NA,NA
FT1309,247.177966916314,247.096567425425,247.177966916314,1425.35999267578,1425.35998535156,1443.37060546875,4,4,1,59959.5745385744,26825.6756373597,26825.6756373597,26825.6756373597
FT1310,247.174198397983,247.112067901932,247.22696183024,1508.98352050781,1486.11071777344,1521.26489257812,4,1,1,85405.5992773435,NA,NA,NA
FT1311,247.226697812852,247.226605480847,247.226790144857,1801.43981933594,1783.29089355469,1819.58874511719,2,1,1,1434218.05893695,NA,NA,NA
FT1312,247.241893403393,247.241893403393,247.241893403393,2205.42529296875,2205.42529296875,2205.42529296875,1,1,1,97159.8216650494,NA,NA,NA
FT1313,248.034290739616,248.034290739616,248.034290739616,-75.993599989891,-75.993599989891,-75.993599989891,1,1,1,34680.0974077148,NA,NA,NA
FT1314,248.164583167027,248.070765275774,248.16464654344,1411.07067871094,1364.50817871094,1457.88598632812,3,1,1,182687.565756699,NA,NA,NA
FT1315,248.095117279324,248.095117279324,248.095117279324,1255.82495117188,1255.82495117188,1255.82495117188,1,1,1,61701.3675591428,NA,NA,NA
FT1316,248.185718700748,248.185718700748,248.185785531486,1553.11999511719,1552.08459472656,1553.12,4,4,1,317850.545718751,34840.9723593738,34840.9723593738,34840.9723593738
FT1317,248.198597810485,248.198597810485,248.198597810485,1668.67822265625,1668.67822265625,1668.67822265625,1,1,1,46213.9112304696,NA,NA,NA
FT1318,248.229941729852,248.229941729852,248.229941729852,1819.58874511719,1819.58874511719,1819.58874511719,1,1,1,249124.941210935,NA,NA,NA
FT1319,249.109779087165,249.078198733896,249.146198876923,1511.39038085938,1507.47790527344,1521.26489257812,3,1,1,514793.00543518,NA,NA,NA
FT1320,249.09504310825,249.056662163674,249.133424052825,1432.74993896484,1424.9658203125,1440.53405761719,2,1,1,51000.4274011231,NA,NA,NA
FT1321,249.07857206732,249.078563963098,249.078580171543,1357.32604980469,1352.31420898438,1362.337890625,2,1,1,279410.068640629,NA,NA,NA
FT1322,249.169781605491,249.169663329222,249.169899881759,1228.15222167969,1208.0107421875,1248.29370117188,2,1,1,258704.08422646,NA,NA,NA
FT1323,249.133354668892,249.133354668892,249.133354668892,787.402770996094,787.402770996094,787.402770996094,1,1,1,283512.087140571,NA,NA,NA
FT1324,249.182560970124,249.182355863865,249.184959917678,1713.46960449219,1625.59167480469,1854.60632324219,16,4,1,450907.618972981,709433.805546882,709433.805546882,709433.805546882
FT1325,249.189134661554,249.189134661554,249.189134661554,1552.08459472656,1552.08459472656,1552.08459472656,1,1,1,35785.9510131839,NA,NA,NA
FT1326,249.206207194752,249.206207194752,249.206207194752,1441.48999023438,1441.48999023438,1441.48999023438,1,1,1,2746076.14531246,NA,NA,NA
FT1327,250.045256635556,250.045256635556,250.045256635556,1765.9697265625,1765.9697265625,1765.9697265625,1,1,1,70141.393532152,NA,NA,NA
FT1328,250.131355190507,250.113174862266,250.149535518749,1509.43414306641,1507.47790527344,1511.39038085938,2,1,1,44607.0660051086,NA,NA,NA
FT1329,250.086163225028,250.08614761851,250.086178831545,1897.65740966797,1885.630859375,1909.68395996094,2,1,1,475933.713013711,NA,NA,NA
FT1330,250.164816998434,250.164816998434,250.164816998434,1151.51904296875,1151.51904296875,1151.51904296875,1,1,1,23416.4851577748,NA,NA,NA
FT1331,250.141643840009,250.141643840009,250.141643840009,1291.01635742188,1291.01635742188,1291.01635742188,1,1,1,114514.075283209,NA,NA,NA
FT1332,250.177666049932,250.177666049932,250.209505314125,1414.46997070312,1413.05700683594,1441.48999023438,5,4,1,307564.482449342,171818.183586883,171818.183586883,171818.183586883
FT1333,250.18817363714,250.18817363714,250.18817363714,1674.25,1674.25,1674.25,3,3,1,NA,106001.058950891,106001.058950891,106001.058950891
FT1334,250.214193340658,250.213896870401,250.214193340658,1864.22998046875,1861.0947265625,1908.70080566406,5,4,1,2249134.46524344,25458.2163671877,25458.2163671877,25458.2163671877
FT1335,250.173025964944,250.173025964944,250.173025964944,1248.29370117188,1248.29370117188,1248.29370117188,1,1,1,82117.6485147525,NA,NA,NA
FT1336,251.073754911238,251.073754911238,251.073754911238,1146.15087890625,1146.15087890625,1146.15087890625,1,1,1,196284.191343703,NA,NA,NA
FT1337,251.125482124382,251.125482124382,251.125482124382,1461.74499511719,1461.74499511719,1461.74499511719,1,1,1,3883982.39667509,NA,NA,NA
FT1338,251.125496612986,251.125496612986,251.125496612986,1587.14270019531,1587.14270019531,1587.14270019531,1,1,1,1017758.47782748,NA,NA,NA
FT1339,251.185440049496,251.185424388275,251.185484918263,1023.72003173828,1012.56500244141,1046.20642089844,3,1,1,756545.917968745,NA,NA,NA
FT1340,251.217399237206,251.217399237206,251.217399237206,1860.16491699219,1860.16491699219,1860.16491699219,1,1,1,156730.321083984,NA,NA,NA
FT1341,251.20476161096,251.20476161096,251.20476161096,1493.86022949219,1493.86022949219,1493.86022949219,1,1,1,62960.5096279905,NA,NA,NA
FT1342,252.015358328382,252.01527368504,252.015380371668,2291.51,2272.9599609375,2307.2900390625,12,3,1,NA,20568.3565795913,22466.3591471334,22466.3591471334
FT1343,252.117035575277,252.105294640371,252.128776510183,1579.16918945312,1571.19567871094,1587.14270019531,2,1,1,98751.7130468748,NA,NA,NA
FT1344,252.159393660233,252.15938344798,252.159403872486,1757.22113037109,1728.56726074219,1785.875,2,1,1,78695.5219189465,NA,NA,NA
FT1345,252.128851090205,252.128851090205,252.128851090205,1461.74499511719,1461.74499511719,1461.74499511719,1,1,1,361687.347838539,NA,NA,NA
FT1346,252.216902347428,252.188851020927,252.217021409506,945.529052734375,908.618774414062,1046.20642089844,7,1,1,162696.381872656,NA,NA,NA
FT1347,252.1805907436,252.1805907436,252.1805907436,1116.24145507812,1116.24145507812,1116.24145507812,1,1,1,94248.0454031137,NA,NA,NA
FT1348,252.217121214659,252.217121214659,252.217121214659,1401.99609375,1401.99609375,1401.99609375,1,1,1,234045.847539058,NA,NA,NA
FT1349,253.141027083766,253.140945943163,253.141136017648,1551.96997070312,1517.30151367188,1553.09216308594,5,4,1,5216646.02996096,894755.707687497,894755.707687497,894755.707687497
FT1350,253.140827440504,253.140827440504,253.140827440504,2203.53002929688,2203.53,2203.53002929688,3,3,1,NA,40505.0443762219,40505.0443762219,40505.0443762219
FT1351,253.086466577023,253.065757017795,253.10717613625,1419.01220703125,1417.02062988281,1421.00378417969,2,1,1,15796.1960156247,NA,NA,NA
FT1352,253.213644286884,253.213644286884,253.213644286884,1953.02001953125,1953.02001953125,1953.02001953125,2,1,1,506755.949273447,NA,NA,NA
FT1353,253.177309534197,253.177309534197,253.177440810869,1638.01000488281,1598.79931640625,1638.01000976562,4,4,1,875473.372673486,195150.204895833,195150.204895833,195150.204895833
FT1354,253.22075708182,253.22075708182,253.22075708182,1400.99377441406,1400.99377441406,1400.99377441406,1,1,1,26896.2001556392,NA,NA,NA
FT1355,253.945741643741,253.945707022079,253.945776265403,2253.60498046875,2245.26,2261.95,6,3,1,NA,168929.165546872,168929.165546872,168929.165546872
FT1356,254.083846397665,254.083846397665,254.083846397665,1645.13244628906,1645.13244628906,1645.13244628906,1,1,1,340088.731534837,NA,NA,NA
FT1357,254.144620088289,254.144620088289,254.144620088289,1552.08459472656,1552.08459472656,1552.08459472656,1,1,1,276189.026464844,NA,NA,NA
FT1358,254.217003528498,254.217003528498,254.217003528498,1953.02001953125,1953.02001953125,1953.02001953125,1,1,1,56490.1260644499,NA,NA,NA
FT1359,254.175198682984,254.175198682984,254.175198682984,1553.09216308594,1553.09216308594,1553.09216308594,1,1,1,231550.900930482,NA,NA,NA
FT1360,255.153815509321,255.099322764588,255.16178670588,1495.94445800781,1434.7900390625,1523.23095703125,16,4,1,132486.766685002,146179.616328452,146179.616328452,146179.616328452
FT1361,255.120319671895,255.120319671895,255.120319671895,984.519348144531,984.519348144531,984.519348144531,1,1,1,1484370.72789355,NA,NA,NA
FT1362,255.268047183362,255.268012560762,255.268262406145,166.003997802734,132.505,264.700012207031,21,3,1,NA,23658.3077749721,23658.3077749721,23658.3077749721
FT1363,255.231828125492,255.231798694786,255.231954106707,1823.09753417969,1740.78356933594,1877.07385253906,7,1,1,319580.425273429,NA,NA,NA
FT1364,255.231733693939,255.231632869842,255.231768200233,1938.17486572266,1918.45788574219,1976.98669433594,4,1,1,1678619.17031252,NA,NA,NA
FT1365,255.231624138509,255.231586952336,255.231661324682,2105.8701171875,2104.2001953125,2107.5400390625,2,1,1,125476.114285164,NA,NA,NA
FT1366,255.193223843889,255.193217362556,255.193230325222,1229.91467285156,1220.40783691406,1239.42150878906,2,1,1,818825.525988098,NA,NA,NA
FT1367,255.193111864942,255.188029424609,255.194219139809,1554.59838867188,1511.39038085938,1585.20446777344,8,1,1,96228.4867593667,NA,NA,NA
FT1368,255.192870056128,255.192870056128,255.193144778315,1451.56994628906,1444.31567382812,1451.57,5,4,1,4338175.05129524,42900.0053859049,42900.0053859049,42900.0053859049
FT1369,256.126056014275,256.126056014275,256.160161554898,1497.16001708984,1493.86022949219,1497.16003417969,4,4,1,2803940.10996706,10575.5089221192,10575.5089221192,10575.5089221192
FT1370,256.123660363988,256.123660363988,256.123660363988,983.425659179688,983.425659179688,983.425659179688,1,1,1,103266.534780579,NA,NA,NA
FT1371,256.26334167882,256.235028257322,256.263465538728,2008.81945800781,1976.98669433594,2040.9140625,4,1,1,1038073.87968754,NA,NA,NA
FT1372,256.196279592491,256.196279592491,256.196279592491,1556.10473632812,1556.10473632812,1556.10473632812,1,1,1,988619.768468754,NA,NA,NA
FT1373,256.196519872355,256.196519872355,256.196519872355,1444.31567382812,1444.31567382812,1444.31567382812,1,1,1,473783.090517969,NA,NA,NA
FT1374,257.106006632699,257.106006632699,257.142329621045,1740.19997558594,1740.19995117188,1821.33654785156,4,4,1,64529.5957031243,41709.3852395022,41709.3852395022,41709.3852395022
FT1375,257.151104958417,257.151104958417,257.151104958417,1655.06005859375,1655.06,1655.06005859375,3,3,1,NA,42229.2729736329,42229.2729736329,42229.2729736329
FT1376,257.085410088277,257.047295698087,257.123524478466,1253.68218994141,1252.62194824219,1254.74243164062,2,1,1,99820.4294179667,NA,NA,NA
FT1377,257.161968107412,257.161968107412,257.161968107412,1494.80920410156,1494.80920410156,1494.80920410156,1,1,1,77295.9365429686,NA,NA,NA
FT1378,257.135996301081,257.135996301081,257.135996301081,1117.35546875,1117.35546875,1117.35546875,1,1,1,90474.0186181662,NA,NA,NA
FT1379,257.247882884211,257.247882884211,257.247882884211,124.224998474121,124.224998474121,124.225,3,3,1,NA,46513.0776086426,46513.0776086426,46513.0776086426
FT1380,257.172517350989,257.172517350989,257.172517350989,1400.99377441406,1400.99377441406,1400.99377441406,1,1,1,4016212.66922793,NA,NA,NA
FT1381,257.247275823186,257.247275823186,257.247275823186,2263.7490234375,2263.7490234375,2263.7490234375,1,1,1,253518.115628895,NA,NA,NA
FT1382,257.174647508575,257.174647508575,257.174647508575,1746.84313964844,1746.84313964844,1746.84313964844,1,1,1,89358.2426663902,NA,NA,NA
FT1383,258.066904115066,258.054883826582,258.078924403551,1342.50726318359,1322.67663574219,1362.337890625,2,1,1,38166.8412622064,NA,NA,NA
FT1384,258.050518687462,258.050518687462,258.050518687462,1251.53955078125,1251.53955078125,1251.53955078125,1,1,1,20226.9086004642,NA,NA,NA
FT1385,258.278873346802,258.278646868705,258.279057119706,2263.77,2181.58,2339.080078125,54,3,1,NA,21984.3114648455,21984.3114648455,21984.3114648455
FT1386,258.191198977114,258.175899654826,258.206498299402,1397.91833496094,1394.84289550781,1400.99377441406,2,1,1,179961.574632814,NA,NA,NA
FT1387,259.099056940332,259.099030544138,259.153766189707,1742.39239501953,1742.28,1819.58874511719,6,4,1,663406.616538998,58662.0449172972,58662.0449172972,58662.0449172972
FT1388,259.130479904685,259.130479904685,259.130587412685,1551.96998535156,1551.96997070312,1553.09216308594,4,4,1,358983.772302253,260254.836025999,260254.836025999,260254.836025999
FT1389,259.094174212929,259.094119479912,259.094228945947,1467.11376953125,1460.79309082031,1473.43444824219,2,1,1,3572006.90291667,NA,NA,NA
FT1390,259.130414792665,259.121729797474,259.139099787855,1638.55725097656,1626.5107421875,1650.60375976562,2,1,1,32721.4483154303,NA,NA,NA
FT1391,259.151748526326,259.151748526326,259.151748526326,1018.21124267578,1018.21124267578,1018.21124267578,1,1,1,2036993.26641357,NA,NA,NA
FT1392,259.15403160285,259.15403160285,259.15403160285,1167.90808105469,1167.90808105469,1167.90808105469,1,1,1,951548.965818363,NA,NA,NA
FT1393,259.190077473891,259.190077473891,259.190225786295,1953.98999511719,1953.98999023438,1957.94079589844,4,4,1,4609815.43669232,98064.196316405,98064.196316405,98064.196316405
FT1394,259.190201565632,259.190201565632,259.190201565632,2118.83935546875,2118.83935546875,2118.83935546875,1,1,1,56013560.2894631,NA,NA,NA
FT1395,259.18293053811,259.175305183012,259.190622130694,1742.28001464844,1689.33288574219,1793.66259765625,8,4,1,108824.682374271,56482.623076172,56482.623076172,56482.623076172
FT1396,260.138296786218,260.097442988147,260.138423575105,1507.86999511719,1473.43444824219,1508.4755859375,5,4,1,58709.3573832196,82825.6146492514,82825.6146492514,82825.6146492514
FT1397,260.112976026944,260.112976026944,260.112976026944,995.75439453125,995.75439453125,995.75439453125,1,1,1,85481.5430783078,NA,NA,NA
FT1398,260.157346641715,260.157346641715,260.157346641715,1169.04467773438,1169.04467773438,1169.04467773438,1,1,1,86500.3491469438,NA,NA,NA
FT1399,260.193835113565,260.193835113565,260.193835113565,1689.33288574219,1689.33288574219,1689.33288574219,1,1,1,1014624.40950521,NA,NA,NA
FT1400,260.193506192328,260.193506192328,260.193506192328,2117.68115234375,2117.68115234375,2117.68115234375,1,1,1,6689591.5632111,NA,NA,NA
FT1401,260.19362421855,260.19362421855,260.19362421855,1958.95568847656,1958.95568847656,1958.95568847656,1,1,1,198146.681562507,NA,NA,NA
FT1402,261.130694342484,261.130510904715,261.130754430379,2302.669921875,2259.97827148438,2338.17,19,4,1,154659.287574218,85845.1689605721,85845.1689605721,85845.1689605721
FT1403,261.109797737913,261.109736238305,261.169722100745,1300.72259521484,1247.1787109375,1308.2,6,4,1,5267022.09294563,415398.900683591,415398.900683591,415398.900683591
FT1404,261.137243402215,261.137243402215,261.137366727621,1644.46998535156,1644.46997070312,1645.13244628906,4,4,1,214949.775726565,114235.355597411,114235.355597411,114235.355597411
FT1405,261.100885699805,261.100885699805,261.100885699805,1521.26489257812,1521.26489257812,1521.26489257812,1,1,1,188770.753945309,NA,NA,NA
FT1406,261.242276467499,261.184722549973,261.242368870492,1877.63323974609,1840.4,1893.40002441406,8,4,1,2670952.61299071,207756.044148925,207756.044148925,207756.044148925
FT1407,261.206112581843,261.206003995105,261.242534942306,1700.05908203125,1665.98889160156,1729.44006347656,3,1,1,828187.570074464,NA,NA,NA
FT1408,262.08624174416,262.08613570395,262.08624174416,1525.30002441406,1522.24230957031,1525.30004882812,4,4,1,1048695.10610197,118000.300213217,118000.300213217,118000.300213217
FT1409,262.113178716369,262.113178716369,262.113178716369,1265.51745605469,1265.51745605469,1265.51745605469,1,1,1,92905.4199609377,NA,NA,NA
FT1410,262.245672009126,262.245672009126,262.24570445277,1894.41001708984,1892.3251953125,1894.41003417969,4,4,1,855549.872025683,23789.5250238041,23789.5250238041,23789.5250238041
FT1411,262.245996075984,262.245996075984,262.245996075984,1699.15393066406,1699.15393066406,1699.15393066406,1,1,1,49171.1914843758,NA,NA,NA
FT1412,262.201147659578,262.201147659578,262.201147659578,1491.943359375,1491.943359375,1491.943359375,1,1,1,40405.5978867191,NA,NA,NA
FT1413,262.916294747907,262.916294747907,262.916294747907,1636.75146484375,1636.75146484375,1636.75146484375,1,1,1,142098.900146484,NA,NA,NA
FT1414,263.067968532891,263.056056019079,263.125480715466,1493.95,1413.05700683594,1527.49,11,4,1,120412.13795166,340348.710937495,340348.710937495,340348.710937495
FT1415,263.124305402777,263.122968000253,263.1256428053,1305.77801513672,1291.01635742188,1320.53967285156,2,1,1,179746.509287119,NA,NA,NA
FT1416,263.09401470497,263.09401470497,263.09401470497,1644.20422363281,1644.20422363281,1644.20422363281,1,1,1,113633.851262207,NA,NA,NA
FT1417,263.249077406452,263.249077406452,263.249077406452,1893.28479003906,1893.28479003906,1893.28479003906,1,1,1,71638.0267014721,NA,NA,NA
FT1418,263.221595275286,263.221595275286,263.221935517649,1651.85999267578,1651.85998535156,1655.18627929688,4,4,1,8857749.45909515,53718.1765258783,53718.1765258783,53718.1765258783
FT1419,263.185412880858,263.185412880858,263.185412880858,1495.77893066406,1495.77893066406,1495.77893066406,1,1,1,144266.336295093,NA,NA,NA
FT1420,264.020952661166,264.020952661166,264.020952661166,1424.9658203125,1424.9658203125,1424.9658203125,1,1,1,24896.3820804849,NA,NA,NA
FT1421,264.068892836462,264.068892836462,264.128794406784,1227.77001953125,1227.77,1291.01635742188,4,4,1,14665.2534521495,28350.1069091803,28350.1069091803,28350.1069091803
FT1422,264.097150025194,264.097150025194,264.097150025194,1521.26489257812,1521.26489257812,1521.26489257812,1,1,1,46515.136822915,NA,NA,NA
FT1423,264.239411009989,264.225249435839,264.25357258414,1670.92071533203,1655.18627929688,1686.65515136719,2,1,1,1071469.41713544,NA,NA,NA
FT1424,264.253283492994,264.253162062513,264.253404923476,1800.57305908203,1782.43017578125,1818.71594238281,2,1,1,38120.5500000005,NA,NA,NA
FT1425,264.105389234748,264.105389234748,264.105389234748,1415.04040527344,1415.04040527344,1415.04040527344,1,1,1,191009.429894024,NA,NA,NA
FT1426,264.229678754145,264.229678754145,264.229678754145,1930.21325683594,1930.21325683594,1930.21325683594,1,1,1,77250.3394482422,NA,NA,NA
FT1427,264.232569481595,264.232569481595,264.232569481595,1230.43481445312,1230.43481445312,1230.43481445312,1,1,1,18515.3751334631,NA,NA,NA
FT1428,264.180801185149,264.180801185149,264.180801185149,1305.36474609375,1305.36474609375,1305.36474609375,1,1,1,47218.1845088706,NA,NA,NA
FT1429,264.909129555628,264.909129555628,264.909129555628,2458.31005859375,2458.31005859375,2458.31005859375,1,1,1,21131.9034396705,NA,NA,NA
FT1430,265.029055315257,265.029055315257,265.029055315257,1424.9658203125,1424.9658203125,1424.9658203125,1,1,1,99478.5015603295,NA,NA,NA
FT1431,265.072267171715,265.072267171715,265.072404414577,1643.41003417969,1643.41,1645.13244628906,4,4,1,43067.696115235,27517.2190128574,27517.2190128574,27517.2190128574
FT1432,265.119987600919,265.119927124344,265.120048077494,1799.67657470703,1789.33374023438,1810.01940917969,2,1,1,1587183.21658883,NA,NA,NA
FT1433,265.178438250022,265.178438250022,265.178438250022,1625.59167480469,1625.59167480469,1625.59167480469,1,1,1,209241.206630861,NA,NA,NA
FT1434,266.172622970804,266.172622970804,266.232756435548,1412.32995605469,1410.06579589844,1443.37060546875,5,4,1,342645.561583008,146663.084116909,146663.084116909,146663.084116909
FT1435,266.20905666129,266.20905666129,266.209142081737,1760.18994140625,1759.90881347656,1760.19,4,4,1,38736.0959606937,20458.8572028143,20458.8572028143,20458.8572028143
FT1436,266.196307111399,266.172996498396,266.196431088966,1248.29370117188,1206.88830566406,1274.38940429688,3,1,1,369778.233957468,NA,NA,NA
FT1437,266.208913135115,266.208913135115,266.208913135115,1521.26489257812,1521.26489257812,1521.26489257812,1,1,1,103619.7979541,NA,NA,NA
FT1438,267.096725321133,267.060536518394,267.09694643894,1406.98999023438,1323.74536132812,1461.74499511719,6,4,1,444233.469773991,601462.107152103,601462.107152103,601462.107152103
FT1439,267.156794951364,267.153940837011,267.171967090536,1655.18627929688,1611.86108398438,1728.56726074219,7,1,1,614448.621160716,NA,NA,NA
FT1440,267.199576158108,267.199576158108,267.199576158108,1247.1787109375,1247.1787109375,1247.1787109375,1,1,1,23769.5644652209,NA,NA,NA
FT1441,267.176390435236,267.176390435236,267.176390435236,1410.06579589844,1410.06579589844,1410.06579589844,1,1,1,21311.0475048835,NA,NA,NA
FT1442,267.192938152022,267.192938152022,267.192938152022,1515.32458496094,1515.32458496094,1515.32458496094,1,1,1,542758.731250002,NA,NA,NA
FT1443,268.154272109213,268.100028278512,268.154511512833,1398.25,1309.76403808594,1406.99,12,4,1,459906.273865971,107442.400871096,107442.400871096,107442.400871096
FT1444,268.082432658821,268.082432658821,268.099412094675,1796.39,1743.37878417969,1796.39001464844,5,4,1,4204250.19479173,75020.2499062496,75020.2499062496,75020.2499062496
FT1445,268.063079664728,268.063079664728,268.063079664728,1150.47155761719,1150.47155761719,1150.47155761719,1,1,1,27163.5519270816,NA,NA,NA
FT1446,268.21195066374,268.21195066374,268.21195066374,1020.39892578125,1020.39892578125,1020.39892578125,1,1,1,85666.0234375,NA,NA,NA
FT1447,268.188392757285,268.188392757285,268.188392757285,1268.84631347656,1268.84631347656,1268.84631347656,1,1,1,41374.0928222657,NA,NA,NA
FT1448,269.113013230244,269.06081673947,269.157918176974,1414.04870605469,1394.84289550781,1442.42541503906,4,1,1,103840.547450474,NA,NA,NA
FT1449,269.105779110772,269.105779110772,269.105779110772,1515.32458496094,1515.32458496094,1515.32458496094,1,1,1,12047.8748919675,NA,NA,NA
FT1450,269.106135389757,269.106135389757,269.106135389757,1597.84692382812,1597.84692382812,1597.84692382812,1,1,1,17964.4299279795,NA,NA,NA
FT1451,269.086039308459,269.086039308459,269.086039308459,1794.51806640625,1794.51806640625,1794.51806640625,1,1,1,770419.535437723,NA,NA,NA
FT1452,269.247474513533,269.247474513533,269.247474513533,1917.48974609375,1917.48974609375,1917.48974609375,1,1,1,239718.284228514,NA,NA,NA
FT1453,269.208884003474,269.172541762195,269.216743716117,1486.11071777344,1429.89978027344,1499.62194824219,11,1,1,18238991.5022656,NA,NA,NA
FT1454,269.208591036843,269.208455247396,269.208773205321,1819.58874511719,1783.29089355469,1822.73,7,4,1,4452834.0375,302511.433209637,302511.433209637,302511.433209637
FT1455,269.172440710437,269.172363975738,269.247572196751,1662.41577148438,1612.74951171875,1718.8447265625,7,1,1,319459.727132161,NA,NA,NA
FT1456,270.123923861534,270.082003387481,270.146551284114,1449.67443847656,1412.07458496094,1521.26489257812,4,1,1,118101.025120767,NA,NA,NA
FT1457,270.153523136923,270.139343281245,270.167702992601,1302.62200927734,1300.97875976562,1304.26525878906,2,1,1,55085.392724686,NA,NA,NA
FT1458,270.078268148468,270.078268148468,270.078268148468,1795.3740234375,1795.3740234375,1795.3740234375,1,1,1,233293.678148437,NA,NA,NA
FT1459,270.242666723501,270.242646593774,270.242716603185,2294.88891601562,2286.50048828125,2312.13720703125,3,1,1,56488.3186562495,NA,NA,NA
FT1460,270.242638909722,270.242618514512,270.242659304933,2192.40686035156,2189.50659179688,2195.30712890625,2,1,1,656134.884246539,NA,NA,NA
FT1461,270.278929411388,270.278929411388,270.278929411388,2069.13159179688,2069.13159179688,2069.13159179688,1,1,1,603792.183513372,NA,NA,NA
FT1462,270.212169377574,270.212140077254,270.212198677895,1491.90509033203,1486.11071777344,1497.69946289062,2,1,1,2527034.37028319,NA,NA,NA
FT1463,270.212103906569,270.211822540832,270.250875875614,1783.29089355469,1719.72521972656,1819.58874511719,3,1,1,531044.592494793,NA,NA,NA
FT1464,270.974652666477,270.974652666477,270.974652666477,1507.47790527344,1507.47790527344,1507.47790527344,1,1,1,76407.3227630975,NA,NA,NA
FT1465,271.166762913655,271.089320591988,271.167310511929,1674.25,1646.04052734375,1676.80212402344,5,4,1,321461.305955987,166555.286008056,166555.286008056,166555.286008056
FT1466,271.127222246031,271.085468831874,271.151828581432,1252.60070800781,1206.88830566406,1261.17309570312,4,1,1,25966.183156739,NA,NA,NA
FT1467,271.166640120324,271.166640120324,271.166640120324,2001.14025878906,2001.14025878906,2001.14025878906,1,1,1,74050.1967404528,NA,NA,NA
FT1468,271.115295410156,271.115295410156,271.115295410156,799.846801757812,799.846801757812,799.846801757812,1,1,1,216600.742177738,NA,NA,NA
FT1469,271.132860509401,271.086283858367,271.133038044212,1574.81994628906,1522.24230957031,1578.20007324219,5,4,1,54870.8174430341,11403.0455721028,11403.0455721028,11403.0455721028
FT1470,271.157923149861,271.157923149861,271.226746378445,1894.41001708984,1852.75109863281,1894.41003417969,4,4,1,451228.617071289,62763.4555625019,62763.4555625019,62763.4555625019
FT1471,271.226826200426,271.226826200426,271.226826200426,1772.03845214844,1772.03845214844,1772.03845214844,1,1,1,2522749.6328886,NA,NA,NA
FT1472,271.188181902306,271.188181902306,271.188181902306,1441.48999023438,1441.48999023438,1441.48999023438,1,1,1,4912609.91250004,NA,NA,NA
FT1473,271.188154037929,271.188154037929,271.188154037929,1656.08996582031,1656.08996582031,1656.08996582031,2,1,1,875008.21634305,NA,NA,NA
FT1474,272.094272861543,272.094272861543,272.094272861543,1522.24230957031,1522.24230957031,1522.24230957031,1,1,1,571774.125737438,NA,NA,NA
FT1475,272.154987086405,272.154987086405,272.154987086405,1247.1787109375,1247.1787109375,1247.1787109375,1,1,1,222194.124667971,NA,NA,NA
FT1476,272.185614569282,272.185614569282,272.19144529946,1385.2900390625,1385.29,1441.48999023438,4,4,1,2010772.64232848,29764.0869873056,29764.0869873056,29764.0869873056
